Last Touch Marketing Channel,Product page,Start application,Finish application,Category,con_1,con_2,Date,MonthvsWeek,Visitor or Client,target_con1,Sales
::unspecified::,3,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Affiliate,188,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Direct,4180,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Display,6,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Email,163,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-02-28,Week,total,NA,NA
Natural Search,10032,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Paid Search,1816,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Referring Domains,208,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
Social Networks,4,0,0,Mortgages,0,NA,2022-02-28,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
Affiliate,192,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
Direct,4712,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-03-07,Week,total,NA,NA
Email,30,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-03-07,Week,total,NA,NA
Natural Search,11433,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
Paid Search,2058,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
Referring Domains,216,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
Social Networks,18,0,0,Mortgages,0,NA,2022-03-07,Week,total,NA,NA
::unspecified::,4,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
Affiliate,218,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
Direct,6041,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-03-14,Week,total,NA,NA
Email,236,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-03-14,Week,total,NA,NA
Natural Search,12828,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
Paid Search,2417,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
Referring Domains,245,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
Social Networks,38,0,0,Mortgages,0,NA,2022-03-14,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Affiliate,100,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Direct,5348,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Display,3,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Email,55,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-03-21,Week,total,NA,NA
Natural Search,12819,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Paid Search,2440,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Referring Domains,215,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
Social Networks,25,0,0,Mortgages,0,NA,2022-03-21,Week,total,NA,NA
::unspecified::,10,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Affiliate,20,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Direct,5270,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Display,2,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Email,768,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-03-28,Week,total,NA,NA
Natural Search,13038,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Paid Search,1916,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Referring Domains,272,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
Social Networks,29,0,0,Mortgages,0,NA,2022-03-28,Week,total,NA,NA
::unspecified::,1,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Affiliate,67,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Direct,5563,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Display,1,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Email,78,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-04-04,Week,total,NA,NA
Natural Search,13151,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Paid Search,1812,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Referring Domains,211,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
Social Networks,19,0,0,Mortgages,0,NA,2022-04-04,Week,total,NA,NA
::unspecified::,2,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Affiliate,75,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Direct,4624,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Display,1,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Email,290,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-04-11,Week,total,NA,NA
Natural Search,11037,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Paid Search,1511,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Referring Domains,186,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
Social Networks,7,0,0,Mortgages,0,NA,2022-04-11,Week,total,NA,NA
::unspecified::,4,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Affiliate,165,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Direct,4653,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Display,1,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Email,62,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-04-18,Week,total,NA,NA
Natural Search,11745,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Paid Search,1727,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Referring Domains,195,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
Social Networks,5,0,0,Mortgages,0,NA,2022-04-18,Week,total,NA,NA
::unspecified::,1,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Affiliate,164,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Direct,5704,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Display,1,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Email,88,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-04-25,Week,total,NA,NA
Natural Search,14382,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Paid Search,2129,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Referring Domains,241,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
Social Networks,230,0,0,Mortgages,0,NA,2022-04-25,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Affiliate,237,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Direct,9386,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Display,3,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Email,47,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-05-02,Week,total,NA,NA
Natural Search,21148,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Paid Search,2645,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Referring Domains,364,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
Social Networks,73,0,0,Mortgages,0,NA,2022-05-02,Week,total,NA,NA
::unspecified::,2,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Affiliate,2,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Direct,5657,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Display,3,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Email,40,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-05-09,Week,total,NA,NA
Natural Search,13108,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Paid Search,1733,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Referring Domains,217,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
Social Networks,7,0,0,Mortgages,0,NA,2022-05-09,Week,total,NA,NA
::unspecified::,10,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Affiliate,18,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Direct,5384,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Display,4,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Email,132,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-05-16,Week,total,NA,NA
Natural Search,11740,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Paid Search,1802,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Referring Domains,204,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
Social Networks,36,0,0,Mortgages,0,NA,2022-05-16,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Affiliate,73,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Direct,4809,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Display,2,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Email,45,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-05-23,Week,total,NA,NA
Natural Search,11175,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Paid Search,1495,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Referring Domains,167,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
Social Networks,8,0,0,Mortgages,0,NA,2022-05-23,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
Affiliate,108,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
Direct,4863,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-05-30,Week,total,NA,NA
Email,341,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-05-30,Week,total,NA,NA
Natural Search,10633,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
Paid Search,2326,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
Referring Domains,214,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
Social Networks,6,0,0,Mortgages,0,NA,2022-05-30,Week,total,NA,NA
::unspecified::,8,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Affiliate,53,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Direct,8685,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Display,1,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Email,33,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-06-06,Week,total,NA,NA
Natural Search,18816,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Paid Search,3425,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Referring Domains,285,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
Social Networks,205,0,0,Mortgages,0,NA,2022-06-06,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Affiliate,26,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Direct,6156,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Display,3,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Email,169,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-06-13,Week,total,NA,NA
Natural Search,13116,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Paid Search,2966,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Referring Domains,254,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
Social Networks,34,0,0,Mortgages,0,NA,2022-06-13,Week,total,NA,NA
::unspecified::,11,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Affiliate,88,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Direct,6666,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Display,6,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Email,96,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-06-20,Week,total,NA,NA
Natural Search,12501,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Paid Search,3026,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Referring Domains,257,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
Social Networks,12,0,0,Mortgages,0,NA,2022-06-20,Week,total,NA,NA
::unspecified::,6,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Affiliate,68,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Direct,6477,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Display,2,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Email,63,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-06-27,Week,total,NA,NA
Natural Search,12361,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Paid Search,3295,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Referring Domains,280,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
Social Networks,8,0,0,Mortgages,0,NA,2022-06-27,Week,total,NA,NA
::unspecified::,10,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Affiliate,8,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Direct,8784,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Display,1,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Email,84,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-07-04,Week,total,NA,NA
Natural Search,16401,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Paid Search,5749,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Referring Domains,324,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
Social Networks,122,0,0,Mortgages,0,NA,2022-07-04,Week,total,NA,NA
::unspecified::,8,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Affiliate,3,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Direct,6899,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Display,3,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Email,29,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-07-11,Week,total,NA,NA
Natural Search,12651,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Paid Search,3788,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Referring Domains,270,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
Social Networks,16,0,0,Mortgages,0,NA,2022-07-11,Week,total,NA,NA
::unspecified::,26,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
Affiliate,3,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
Direct,6851,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-07-18,Week,total,NA,NA
Email,27,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-07-18,Week,total,NA,NA
Natural Search,13274,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
Paid Search,4801,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
Referring Domains,292,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
Social Networks,24,0,0,Mortgages,0,NA,2022-07-18,Week,total,NA,NA
::unspecified::,21,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Affiliate,1,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Direct,11817,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Display,1,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Email,49,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-07-25,Week,total,NA,NA
Natural Search,13807,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Paid Search,4558,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Referring Domains,253,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
Social Networks,26,0,0,Mortgages,0,NA,2022-07-25,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Affiliate,10,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Direct,11907,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Display,2,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Email,516,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-08-01,Week,total,NA,NA
Natural Search,17835,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Paid Search,5471,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Referring Domains,373,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
Social Networks,98,0,0,Mortgages,0,NA,2022-08-01,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
Affiliate,9,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
Direct,7200,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-08-08,Week,total,NA,NA
Email,31,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-08-08,Week,total,NA,NA
Natural Search,13519,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
Paid Search,4464,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
Referring Domains,265,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
Social Networks,18,0,0,Mortgages,0,NA,2022-08-08,Week,total,NA,NA
::unspecified::,8,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
Affiliate,1,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
Direct,6544,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-08-15,Week,total,NA,NA
Email,160,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-08-15,Week,total,NA,NA
Natural Search,12776,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
Paid Search,4677,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
Referring Domains,257,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
Social Networks,18,0,0,Mortgages,0,NA,2022-08-15,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
Affiliate,3,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
Direct,8308,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-08-22,Week,total,NA,NA
Email,54,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-08-22,Week,total,NA,NA
Natural Search,13011,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
Paid Search,4495,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
Referring Domains,283,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
Social Networks,116,0,0,Mortgages,0,NA,2022-08-22,Week,total,NA,NA
::unspecified::,5,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
Affiliate,164,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
Direct,7224,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-08-29,Week,total,NA,NA
Email,229,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-08-29,Week,total,NA,NA
Natural Search,12154,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
Paid Search,5584,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
Referring Domains,276,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
Social Networks,180,0,0,Mortgages,0,NA,2022-08-29,Week,total,NA,NA
::unspecified::,8,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
Affiliate,198,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
Direct,8218,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
Display,0,0,0,Mortgages,NA,NA,2022-09-05,Week,total,NA,NA
Email,39,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-09-05,Week,total,NA,NA
Natural Search,14621,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
Paid Search,5604,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
Referring Domains,312,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
Social Networks,486,0,0,Mortgages,0,NA,2022-09-05,Week,total,NA,NA
::unspecified::,8,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Affiliate,155,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Direct,8073,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Display,23,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Email,15,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-09-12,Week,total,NA,NA
Natural Search,12980,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Paid Search,4753,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Referring Domains,314,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
Social Networks,479,0,0,Mortgages,0,NA,2022-09-12,Week,total,NA,NA
::unspecified::,13,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Affiliate,28,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Direct,6939,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Display,7,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Email,49,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-09-19,Week,total,NA,NA
Natural Search,11883,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Paid Search,4532,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Referring Domains,328,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
Social Networks,343,0,0,Mortgages,0,NA,2022-09-19,Week,total,NA,NA
::unspecified::,6,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Affiliate,53,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Direct,6764,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Display,7,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Email,38,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-09-26,Week,total,NA,NA
Natural Search,12754,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Paid Search,5831,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Referring Domains,361,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
Social Networks,357,0,0,Mortgages,0,NA,2022-09-26,Week,total,NA,NA
::unspecified::,18,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Affiliate,339,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Direct,9074,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Display,17,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Email,371,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-10-03,Week,total,NA,NA
Natural Search,15284,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Paid Search,6348,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Referring Domains,459,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
Social Networks,453,0,0,Mortgages,0,NA,2022-10-03,Week,total,NA,NA
::unspecified::,21,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Affiliate,95,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Direct,7695,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Display,22,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Email,40,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Mobile App,0,0,0,Mortgages,NA,NA,2022-10-10,Week,total,NA,NA
Natural Search,12932,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Paid Search,4603,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Referring Domains,384,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
Social Networks,224,0,0,Mortgages,0,NA,2022-10-10,Week,total,NA,NA
::unspecified::,28,0,0,Mortgages,0,NA,2022-10-17,Week,total,NA,NA
Affiliate,122,0,0,Mortgages,0,NA,2022-10-17,Week,total,NA,NA
